X,Y,OBJECTID_1,FID_,FID_1,name,descriptio,timestamp_,ObjectId,Lon,Lat,STATE_NAME,STATE_FIPS,Year,ID,sourceCountry,ENRICH_FID,areaType,bufferUnits,bufferUnitsAlias,bufferRadii,aggregationMethod,HasData,FedLandPt,CritHabPt,NLCDsnIcPt,NLCDfrstPt,NLCDssgPt,NLCDAgPt,NLCDWetPt,NLCDDevPt
-120.670503469566,47.4643990068762,14,13,904,May-97,"Report 928: Hikers find tracks and a possible nest
Class B; Chelan County",1977/05/22 00:00:00+00,905,-120.6705,47.4644,Washington,53,1977,13,US,14,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,69.3,51.6,4.5,56,33.6,1.5,0.6,3.8
-123.586398949206,48.0281003156971,15,14,905,1977,"Report 929: Camper experiences odd odors and sounds, feels presence
Class B; Clallam County",1997/05/15 00:00:00+00,906,-123.5864,48.0281,Washington,53,1997,14,US,15,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,94.8,9,0.6,91.4,4.5,0.4,2.5,0.5
-122.335297286707,45.6900005600377,16,15,906,Jun-85,"Report 937: Witnesses hear odd, loud vocalization while in the forest traveling on a logging road
Class B; Clark County",1985/06/28 00:00:00+00,907,-122.3353,45.69,Washington,53,1985,15,US,16,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.2,2.3,0.1,52,19.3,9.8,5.7,13
-122.899403352523,47.7442009300579,17,16,907,Apr-96,"Report 942: 17-18 inch tracks in the mud
Class B; Jefferson County",1996/04/14 00:00:00+00,908,-122.8994,47.7442,Washington,53,1996,16,US,17,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,32.5,13.4,0.5,71,16.1,0.9,2.5,8.9
-121.640603128039,48.0261117525686,18,17,908,Jul-74,"Report 967: Teenage dirt bike riders hear screams
Class B; Snohomish County",1974/07/06 00:00:00+00,909,-121.6406,48.02611,Washington,53,1974,17,US,18,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,89,78.8,0.4,90.8,5.4,0,0.2,2.7
-121.650799006514,45.7505600401789,19,18,909,1950,"Report 1043: Mother relates story of daughter sighting a large animal near Mill A School
Class B; Skamania County",1950/05/01 00:00:00+00,910,-121.6508,45.75056,Washington,53,1950,18,US,19,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,30.7,2,0.2,69.1,21.9,0.9,0.9,5.4
-120.300002313783,47.2983312214088,20,19,910,Jul-00,"Report 1109: Campers hear vocalizations near Clear Lake
Class B; Chelan County",2000/07/15 00:00:00+00,911,-120.3,47.29833,Washington,53,2000,19,US,20,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,2.3,0,1.1,55.3,32.6,4.8,0.3,5.5
-124.053001874084,47.0413006674579,21,20,911,"19,982,000","Report 1131: Hunter hears strange noises near Montesano
Class B; Grays Harbor County",2000/12/01 00:00:00+00,912,-124.053,47.0413,Washington,53,2000,20,US,21,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.9,1,2.5,30.7,9.3,0.7,12.4,10.1
-120.796698800679,47.1447191775021,22,21,912, 1996-97,"Report 1160: Woman hears unrecognizable vocalizations near Cle Elum
Class B; Kittitas County",1997/01/01 00:00:00+00,913,-120.7967,47.14472,Washington,53,1997,21,US,22,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,6,5.5,0.1,35.5,51.6,2.2,0.9,8.9
-123.661902348837,47.0113874976259,23,22,913,Apr-96,"Report 1227: Tracks found on an old logging trail. 
Class B; Grays Harbor County",1996/04/17 00:00:00+00,914,-123.6619,47.01139,Washington,53,1996,22,US,23,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0,0.3,58.4,21.9,4.4,8.5,6
-117.948599175531,46.0333300886313,24,23,914,Dec-00,"Report 1263: Rooks Park Investigation
Class B; Walla Walla County",2001/01/16 00:00:00+00,915,-117.9486,46.03333,Washington,53,2001,23,US,24,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,90.7,1.2,0,83.5,16.2,0,0,0.3
-121.756899024721,47.5224980459419,25,24,915,1970,"Report 1384: Vocalizations heard by hikers
Class B; King County",1970/05/13 00:00:00+00,916,-121.7569,47.5225,Washington,53,1970,24,US,25,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,5.8,2.8,0.3,77.7,11.2,1.2,3,6.1
-121.431699908717,47.4250005614721,26,25,916,Aug-84,"Report 1385: High pitched wailing scream echoed off mountainside. 
Class B; King County",1984/08/15 00:00:00+00,917,-121.4317,47.425,Washington,53,1984,25,US,26,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,90.5,22.9,1.8,68.3,23.3,0,0.6,5.1
-121.535599054478,47.3958017816717,27,26,917,May-98,"Report 1386: Two unsusual man-like tracks discovered
Class B; King County",1998/05/18 00:00:00+00,918,-121.5356,47.3958,Washington,53,1998,26,US,27,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,91.9,23.9,1.6,69.7,22.7,0,0.5,5.1
-121.756503765996,47.1998017440368,28,27,918,1995,"Report 1389: Hikers hear loud vocal exchanges on Grass Mountain. 
Class B; King County",1995/09/13 00:00:00+00,919,-121.7565,47.1998,Washington,53,1995,27,US,28,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,3.8,1,0.1,60.6,32.9,0,1,4.7
-120.89079732669,47.2572172386162,29,28,919,Jul-97,"Report 1394: Campers hear loud guttral, high pitched  sceams. 
Class B; Kittitas County",1997/07/05 00:00:00+00,920,-120.8908,47.25722,Washington,53,1997,28,US,29,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,25.9,22.8,0,57.8,34.7,3.5,1,2.9
-121.269203656973,46.9333323740929,30,29,920,Oct-00,"Report 1438: Barefoot tracks and whistling heard while hunting
Class B; Yakima County",2000/10/28 00:00:00+00,921,-121.2692,46.93333,Washington,53,2000,29,US,30,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.7,11.5,0.9,89.2,8.2,0,0.3,1.4
-121.298102459663,46.8713908934324,31,30,921,Jun-00,"Report 1462: Sound heard month earlier than another report in same area
Class B; Yakima County",2000/06/13 00:00:00+00,922,-121.2981,46.87139,Washington,53,2000,30,US,31,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.6,18.8,1.1,87.1,8.4,0,0.7,1.1
-121.773095649294,47.4316976444466,32,31,922,Sep-96,"Report 1478: Worse than something dead smell encountered by two fishermen
Class B; King County",1996/02/17 00:00:00+00,923,-121.7731,47.4317,Washington,53,1996,31,US,32,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,16.1,1,0.3,71.7,11,0.6,1.6,14.5
-122.93670140312,46.4913928070138,33,32,923,1967,"Report 1564: ""Brinson Monster"" 
Class B; Lewis County",1967/08/18 00:00:00+00,924,-122.9367,46.49139,Washington,53,1967,32,US,33,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,1.9,0.1,45,19.3,20.2,4.5,10.9
-121.46250313981,46.5513871496255,34,33,924,1980,"Report 1565: Tracks found near a mountainside clear cut
Class B; Lewis County",1980/11/12 00:00:00+00,925,-121.4625,46.55139,Washington,53,1980,33,US,34,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.8,29.8,3.7,82.4,10.1,0,0.5,2.1
-123.233396975159,47.3541976516494,35,34,925,Apr-96,"Report 1567: Hikers find a large track
Class B; Mason County",1996/04/14 00:00:00+00,926,-123.2334,47.3542,Washington,53,1996,34,US,35,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,17,4.6,0.1,64.9,25.5,0.3,3.2,5.4
-120.107502331549,48.6197173292625,36,35,926,Oct-97,"Report 1569: Screams heard by hunters
Class B; Okanogan County",1997/10/15 00:00:00+00,927,-120.1075,48.61972,Washington,53,1997,35,US,36,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,98.8,0.3,0.2,51.5,45.7,0,0.7,1.8
-117.46940187037,48.6661101068771,37,36,927,Aug-96,"Report 1572: Campers hear loud scream in National Forest
Class B; Pend Oreille County",1996/08/24 00:00:00+00,928,-117.4694,48.66611,Washington,53,1996,36,US,37,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,81.4,0,0,90.8,6.9,0.3,0.6,0.6
-122.538604001809,47.0044410809049,38,37,928,Mar-00,"Report 1584: Loud knocking of wood striking another piece of wood
Class B; Pierce County",2000/03/13 00:00:00+00,929,-122.5386,47.00444,Washington,53,2000,37,US,38,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,40,40.2,0.1,44.2,17.7,10.6,6.5,20.8
-122.760703472655,46.9363012135483,39,38,929,Jul-85,"Report 1585: Witness reports bad smell and a scream
Class B; Thurston County",1985/07/26 00:00:00+00,930,-122.7607,46.9363,Washington,53,1985,38,US,39,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,25.9,27.4,0.5,49.3,17.2,9.6,6,16.4
-121.821101618077,47.0547178737933,40,39,931,Nov-79,"Report 1589: Two hunters find large track
Class B; Pierce County",1979/11/16 00:00:00+00,932,-121.8211,47.05472,Washington,53,1979,39,US,40,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,43.7,14,0.3,74.2,19.7,0.4,0.7,4.7
-122.581902798504,47.3723970335827,41,40,932,Jan-96,"Report 1591: Sounds heard answered by another more distant source
Class B; Pierce County",1996/01/01 00:00:00+00,933,-122.5819,47.3724,Washington,53,1996,40,US,41,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,1.5,0.2,0.2,56.3,3.5,0.7,1.8,36.7
-122.432800427646,47.1555570025576,42,41,933,1980,"Report 1593: Sounds heard like growling
Class B; Pierce County",1980/04/16 00:00:00+00,934,-122.4328,47.15556,Washington,53,1980,41,US,42,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,12.5,3.4,0.4,14.1,2.5,1.8,1.8,78.4
-122.196696221521,46.0633317970793,43,42,934,Aug-72,"Report 1612: Screams terrify campers near Mt. St. Helens
Class B; Cowlitz County",1972/08/15 00:00:00+00,935,-122.1967,46.06333,Washington,53,1972,42,US,43,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,36.8,6.9,3.3,70.5,14.2,0,0.8,4
-121.79129551695,46.3341025793538,44,43,935,Mar-69,"Report 1620: Family on vacation find tracks in an isolated area. 
Class B; Skamania County",1969/03/09 00:00:00+00,936,-121.7913,46.3341,Washington,53,1969,43,US,44,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.9,2.3,0.7,80.5,17,0,0.1,1.8
-122.051402707467,46.178610360752,45,44,936,Jun-98,"Report 1647: Witness heard what sounded like sticks being beaten on wood
Class B; Skamania County",1998/06/18 00:00:00+00,937,-122.0514,46.17861,Washington,53,1998,44,US,45,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,94.2,39,4.7,61.2,28.1,0,1,4.3
-121.813403056092,47.8894986722366,46,45,937,Aug-98,"Report 1669: Witness saw a large man-like figure deep in the woods
Class B; Snohomish County",1998/08/28 00:00:00+00,938,-121.8134,47.8895,Washington,53,1998,45,US,46,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,9.3,50.2,0.4,73.9,13.5,0.8,3.3,6.3
-122.413298002827,46.803001657514,47,46,938,Aug-73,"Report 1680: Young boy awakened by a loud roaring scream (Part 1)
Class B; Thurston County",1973/08/15 00:00:00+00,939,-122.4133,46.803,Washington,53,1973,46,US,47,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,21.3,0,0.2,55.4,28.5,3.3,2.3,9.6
-122.413298002827,46.803001657514,48,47,939,1981,"Report 1681: Young boy awakened by a loud roaring scream (Part 2)
Class B; Thurston County",1981/09/16 00:00:00+00,940,-122.4133,46.803,Washington,53,1981,47,US,48,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,21.3,0,0.2,55.4,28.5,3.3,2.3,9.6
-122.148303977165,48.7805617095055,49,48,940,Jun-76,"Report 1684: Husband and wife harassed by unseen creatures at their camp late at night
Class B; Whatcom County",1976/06/16 00:00:00+00,941,-122.1483,48.78056,Washington,53,1976,48,US,49,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,1.1,0.6,64.4,20,6.1,5.1,3.6
-121.145802086393,46.5602020796502,50,49,941,Nov-96,"Report 1690: Hunters hear unusual animal stalking them at night. 
Class B; Yakima County",1996/11/01 00:00:00+00,942,-121.1458,46.5602,Washington,53,1996,49,US,50,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,60.5,26.7,2.2,72.6,22.2,0,0.3,2.7
-117.115303951676,47.9252795234199,51,50,942,Dec-61,"Report 1691: Tracks found in deep snow
Class B; Spokane County",1961/12/28 00:00:00+00,943,-117.1153,47.92528,Washington,53,1961,0,US,51,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.5,0,0,80.3,16,0.7,0.3,1.6
-121.705003350758,48.268802097064,52,51,943,Apr-75,"Report 1721: Children find 19"" tracks in snow
Class B; Snohomish County",1975/04/16 00:00:00+00,944,-121.705,48.2688,Washington,53,1975,1,US,52,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,46.4,26.7,0.6,73.8,13.8,2.3,3.8,5.5
-122.087398200902,47.0945028028763,53,52,944,Apr-78,"Report 1731: 25-50 Footprints found near Orting
Class B; Pierce County",1978/04/30 00:00:00+00,945,-122.0874,47.0945,Washington,53,1978,2,US,53,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,1.9,0.7,59.1,23.1,2.9,1.8,11.4
-122.015002972155,46.1044423136048,54,53,945,Aug-98,"Report 1766: Family finds track and scat pile while hiking southeast of Mt. St. Helens
Class B; Skamania County",1998/08/27 00:00:00+00,946,-122.015,46.10444,Washington,53,1998,3,US,54,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,90.4,60.2,1.6,80.5,9.6,0,1.6,5.5
-121.659395883783,47.1607979536787,55,54,946,May-00,"Report 1815: Hiker encounters intimidating beating sounds and heavy running footsteps
Class B; King County",2000/05/15 00:00:00+00,947,-121.6594,47.1608,Washington,53,2000,4,US,55,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,32.1,27.1,0.1,65.7,26.8,0,1.2,5.5
-121.724999848982,47.4099989214193,56,55,947,Sep-94,"Report 1841: Fishing guides thought they were chased onto a dam
Class B; King County",1994/09/10 00:00:00+00,948,-121.725,47.41,Washington,53,1994,5,US,56,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.8,23.4,0.1,68.1,17.7,0,1.3,5.5
-120.275801700029,47.1994416334892,57,56,948,Nov-70,"Report 1895: Four hunters find large tracks in snow outside their camp
Class B; Kittitas County",1970/11/22 00:00:00+00,949,-120.2758,47.19944,Washington,53,1970,6,US,57,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,1.9,0.1,0,27.4,63.5,6.8,0.2,2
-122.128298495788,46.1086089776277,58,57,949,Mar-01,"Report 1904: Mountain climbers hear loud scream on Mount St. Helens
Class B; Skamania County",2001/03/04 00:00:00+00,950,-122.1283,46.10861,Washington,53,2001,7,US,58,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,40.5,1.6,6.2,65.7,18.1,0,0.4,4.7
-118.051896450052,46.0675015673151,59,58,950,Jan-00,"Report 1917: BFRO field investigator finds sasquatch tracks in the snow
Class B; Walla Walla County",2000/03/06 00:00:00+00,951,-118.0519,46.0675,Washington,53,2000,8,US,59,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.4,1,0,31.7,25.9,38.4,0,3.9
-121.077700804704,47.2842015122794,60,59,951,Jul-98,"Report 1996: Screams wake campers on consecutive nights at Cle Elum Lake
Class B; Kittitas County",2004/10/16 00:00:00+00,952,-121.0777,47.2842,Washington,53,2004,9,US,60,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,66.8,71.1,8,49.9,21.2,0,2.1,2.8
-121.276399162399,46.8216669288619,61,60,952,Jul-00,"Report 2268: Three campers near Bumping Lake hear vocalizations from Nelson Ridge
Class B; Yakima County",2000/07/25 00:00:00+00,953,-121.2764,46.82167,Washington,53,2000,10,US,61,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,93.9,16.2,1.9,80.4,14.7,0,0.4,1.8
-121.154398963662,47.7116981496225,62,61,953,Apr-70,"Report 2602: Loud vocalizations heard near Stevens Pass
Class B; King County",1970/04/14 00:00:00+00,954,-121.1544,47.7117,Washington,53,1970,11,US,62,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,93.9,20.5,3.6,74.5,17.7,0,0.3,3.3
-123.158297817406,47.2641002363123,63,62,954,Jul-01,"Report 2760: Environmental Engineer hears calling and responding screams
Class B; Mason County",2001/07/03 00:00:00+00,955,-123.1583,47.2641,Washington,53,2001,12,US,63,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.6,0.3,45.4,29.1,0.5,12.2,11.2
-121.800000192053,46.1332973154471,64,63,955,Aug-01,"Report 3024: Campers hear vocalizations and find possible prints near Skookum Meadow
Class B; Skamania County",2001/08/11 00:00:00+00,956,-121.8,46.1333,Washington,53,2001,13,US,64,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,100,63.8,0.2,85.7,9.3,0,0.6,4.2
-121.666699187043,45.966697022893,65,64,956,Aug-01,"Report 3188: Spelunkers hear loud, garbled howls on consecutive nights near Trout Lake
Class B; Skamania County",2001/08/15 00:00:00+00,957,-121.6667,45.9667,Washington,53,2001,14,US,65,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,65.1,66.2,0.1,72.3,17.4,2,1.4,6.7
-122.427500367469,46.5346984880483,66,65,957,Oct-90,"Report 3379: Loud vocalizations heard above Riffe Lake
Class B; Lewis County",1990/10/15 00:00:00+00,958,-122.4275,46.5347,Washington,53,1990,15,US,66,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.7,0.6,41.5,20.8,14.7,1.9,6.7
-121.969700932376,47.8555617080203,67,66,958,Aug-01,"Report 3585: Hikers find nest-like structure in dense forest north of Monroe
Class B; Snohomish County",2001/08/01 00:00:00+00,959,-121.9697,47.85556,Washington,53,2001,16,US,67,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.6,1.4,0.6,50.3,9.1,13,7.2,18.8
-122.824097582255,48.0972497240948,68,67,959,1998,"Report 3613: Late at night, man hears powerful vocalizations south of Port Townsend
Class B; Jefferson County",2004/10/10 00:00:00+00,960,-122.8241,48.09725,Washington,53,2004,17,US,68,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,9.3,26.5,1.1,60.9,7.8,1.9,4,23.8
-118.984401613885,48.4061101918313,69,68,960,Oct-01,"Report 3623: Two deer hunters find tracks near Buckhorn Mountain
Class B; Okanogan County",2001/10/12 00:00:00+00,961,-118.9844,48.40611,Washington,53,2001,18,US,69,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0,0,88.4,10.7,0,0.9,0
-117.645399800835,47.980997030993,70,69,961,Sep-01,"Report 3673: Woman finds large tracks on her property near Clayton, Wa
Class B; Stevens County",2004/10/17 00:00:00+00,962,-117.6454,47.981,Washington,53,2004,19,US,70,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0,0,46.4,34.2,14.3,2.4,2.7
-121.063803867259,46.6210027305752,71,70,962,Oct-01,"Report 3759: Elk hunters encounter large animal and hear vocalizations near Rimrock Lake
Class B; Yakima County",2001/10/29 00:00:00+00,963,-121.0638,46.621,Washington,53,2001,20,US,71,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,80.8,15.5,0.8,64.6,30.8,0,0.6,3.3
-121.706395739448,46.0851494827225,72,71,963,September 1999/2000,"Report 3786: Bow hunters find footprint and hear vocalizations near Indian Heaven Wilderness
Class B; Skamania County",2000/09/15 00:00:00+00,964,-121.7064,46.08515,Washington,53,2000,21,US,72,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,100,0,0.4,86.7,8.9,0,0.5,3.3
-121.794403687833,46.1036014687743,73,72,964,Sep-99,"Report 3800: Bowhunters find track and hear vocalizations near Indian Heaven Wilderness
Class B; Skamania County",1999/09/06 00:00:00+00,965,-121.7944,46.1036,Washington,53,1999,22,US,73,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,100,42.3,0.1,80.1,10.4,0,5.4,3.9
-121.807797568719,48.2775015539631,74,73,965,Oct-73,"Report 4323: Two hunters hear nighttime vocalizations near Darrington
Class B; Snohomish County",1973/10/20 00:00:00+00,966,-121.8078,48.2775,Washington,53,1973,23,US,74,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,61.9,31.7,1.5,80.4,8.9,2.5,4,2.5
-121.62780213524,48.729172786511,75,74,966,Jul-82,"Report 4392: Camper hears heavy footsteps at night around tent at Baker Lake
Class B; Whatcom County",1982/07/11 00:00:00+00,967,-121.6278,48.72917,Washington,53,1982,24,US,75,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.6,60.5,5.3,75.7,7.8,0,0.6,1.3
-122.037496786869,47.4066673452808,76,75,967,Jul-75,"Report 4403: Late night encounter by young campers in Maple Valley Wa
Class B; King County",1975/07/31 00:00:00+00,968,-122.0375,47.40667,Washington,53,1975,25,US,76,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,1.3,1,32,2.9,2.3,3.5,57.5
-122.82000126456,46.3700028906542,77,76,968,1970,"Report 4669: Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock
Class B; Cowlitz County",1970/07/01 00:00:00+00,969,-122.82,46.37,Washington,53,1970,26,US,77,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,1.9,0.9,45.5,30.9,9.2,5.9,6.6
